df_paper_title,df_paper_URL,df_paper_Author,df_Author_URL
The effects of high adiposity on concentric and eccentric muscle performance of upper and lower limb musculature in young and older adults,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-high-adiposity-on-concentric-and-eccentric-muscle-,"Eustace, S.",https://pureportal.coventry.ac.uk/en/persons/steven-eustace
The effects of high adiposity on concentric and eccentric muscle performance of upper and lower limb musculature in young and older adults,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-high-adiposity-on-concentric-and-eccentric-muscle-,"Eyre, E.",https://pureportal.coventry.ac.uk/en/persons/emma-eyre
The effects of high adiposity on concentric and eccentric muscle performance of upper and lower limb musculature in young and older adults,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-high-adiposity-on-concentric-and-eccentric-muscle-,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis
The Impact of Student Attendance on Assessment Specific Performance in Sport Degree Programs,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-student-attendance-on-assessment-specific-performan,"Eustace, S.",https://pureportal.coventry.ac.uk/en/persons/steven-eustace
"The influence of COVID-19 measures in the United Kingdom on physical activity levels, perceived physical function and mood in older adults: A survey-based observational study",https://pureportal.coventry.ac.uk/en/publications/the-influence-of-covid-19-measures-in-the-united-kingdom-on-physi,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
"The influence of COVID-19 measures in the United Kingdom on physical activity levels, perceived physical function and mood in older adults: A survey-based observational study",https://pureportal.coventry.ac.uk/en/publications/the-influence-of-covid-19-measures-in-the-united-kingdom-on-physi,"Clarke, N. D.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke
"The influence of COVID-19 measures in the United Kingdom on physical activity levels, perceived physical function and mood in older adults: A survey-based observational study",https://pureportal.coventry.ac.uk/en/publications/the-influence-of-covid-19-measures-in-the-united-kingdom-on-physi,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis
The Influence of Recruitment Age and Anthropometric and Physical Characteristics on the Development Pathway of English Academy Football Players,https://pureportal.coventry.ac.uk/en/publications/the-influence-of-recruitment-age-and-anthropometric-and-physical-,"Noon, M.",https://pureportal.coventry.ac.uk/en/persons/mark-noon
The Influence of Recruitment Age and Anthropometric and Physical Characteristics on the Development Pathway of English Academy Football Players,https://pureportal.coventry.ac.uk/en/publications/the-influence-of-recruitment-age-and-anthropometric-and-physical-,"Eyre, E.",https://pureportal.coventry.ac.uk/en/persons/emma-eyre
The Influence of Recruitment Age and Anthropometric and Physical Characteristics on the Development Pathway of English Academy Football Players,https://pureportal.coventry.ac.uk/en/publications/the-influence-of-recruitment-age-and-anthropometric-and-physical-,"Morris, R.",https://pureportal.coventry.ac.uk/en/persons/rhys-morris
The Influence of Recruitment Age and Anthropometric and Physical Characteristics on the Development Pathway of English Academy Football Players,https://pureportal.coventry.ac.uk/en/publications/the-influence-of-recruitment-age-and-anthropometric-and-physical-,"Mundy, P.",https://pureportal.coventry.ac.uk/en/persons/peter-mundy
The Influence of Recruitment Age and Anthropometric and Physical Characteristics on the Development Pathway of English Academy Football Players,https://pureportal.coventry.ac.uk/en/publications/the-influence-of-recruitment-age-and-anthropometric-and-physical-,"Clarke, N.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke
"The influence of the urban food environment on diet, nutrition and health outcomes in low-income and middle-income countries: A systematic review",https://pureportal.coventry.ac.uk/en/publications/the-influence-of-the-urban-food-environment-on-diet-nutrition-and,"Jones, H. M.",https://pureportal.coventry.ac.uk/en/persons/helen-jones
The prevalence and practices of caffeine use as an ergogenic aid in English professional soccer: Caffeine Use In Professional Soccer,https://pureportal.coventry.ac.uk/en/publications/the-prevalence-and-practices-of-caffeine-use-as-an-ergogenic-aid-,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis
The prevalence and practices of caffeine use as an ergogenic aid in English professional soccer: Caffeine Use In Professional Soccer,https://pureportal.coventry.ac.uk/en/publications/the-prevalence-and-practices-of-caffeine-use-as-an-ergogenic-aid-,"Clarke, N.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke
The prevalence and practices of caffeine use as an ergogenic aid in English professional soccer: Caffeine Use In Professional Soccer,https://pureportal.coventry.ac.uk/en/publications/the-prevalence-and-practices-of-caffeine-use-as-an-ergogenic-aid-,"Morris, R.",https://pureportal.coventry.ac.uk/en/persons/rhys-morris
The prevalence and practices of caffeine use as an ergogenic aid in English professional soccer: Caffeine Use In Professional Soccer,https://pureportal.coventry.ac.uk/en/publications/the-prevalence-and-practices-of-caffeine-use-as-an-ergogenic-aid-,"Eyre, E.",https://pureportal.coventry.ac.uk/en/persons/emma-eyre
The prevalence and practices of caffeine use as an ergogenic aid in English professional soccer: Caffeine Use In Professional Soccer,https://pureportal.coventry.ac.uk/en/publications/the-prevalence-and-practices-of-caffeine-use-as-an-ergogenic-aid-,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
The prevalence and practices of caffeine use as an ergogenic aid in English professional soccer: Caffeine Use In Professional Soccer,https://pureportal.coventry.ac.uk/en/publications/the-prevalence-and-practices-of-caffeine-use-as-an-ergogenic-aid-,"Noon, M.",https://pureportal.coventry.ac.uk/en/persons/mark-noon
The transitioning feature between uncooked and cooked cowpea seeds studied by the mechanical compression test,https://pureportal.coventry.ac.uk/en/publications/the-transitioning-feature-between-uncooked-and-cooked-cowpea-seed,"Munialo, C. D.",https://pureportal.coventry.ac.uk/en/persons/claire-munialo
Understanding a Player’s Decision-Making Process in Team Sports: A Systematic Review of Empirical Evidence,https://pureportal.coventry.ac.uk/en/publications/understanding-a-players-decision-making-process-in-team-sports-a-,"Ashford, M.",https://pureportal.coventry.ac.uk/en/persons/mike-ashford
"What Cognitive Mechanism, When, Where, and Why? Exploring the Decision Making of University and Professional Rugby Union Players During Competitive Matches",https://pureportal.coventry.ac.uk/en/publications/what-cognitive-mechanism-when-where-and-why-exploring-the-decisio,"Ashford, M.",https://pureportal.coventry.ac.uk/en/persons/mike-ashford
"A feedforward approach to teaching, learning and assessment in an undergraduate sports science module",https://pureportal.coventry.ac.uk/en/publications/a-feedforward-approach-to-teaching-learning-and-assessment-in-an-,"Noon, M.",https://pureportal.coventry.ac.uk/en/persons/mark-noon
"A feedforward approach to teaching, learning and assessment in an undergraduate sports science module",https://pureportal.coventry.ac.uk/en/publications/a-feedforward-approach-to-teaching-learning-and-assessment-in-an-,"Eyre, E.",https://pureportal.coventry.ac.uk/en/persons/emma-eyre
Affective responses to supervised 10-week programs of resistance exercise in older adults,https://pureportal.coventry.ac.uk/en/publications/affective-responses-to-supervised-10-week-programs-of-resistance-,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Affective responses to supervised 10-week programs of resistance exercise in older adults,https://pureportal.coventry.ac.uk/en/publications/affective-responses-to-supervised-10-week-programs-of-resistance-,"Jimenez, A.",https://pureportal.coventry.ac.uk/en/persons/alfonso-jimenez
Affective responses to supervised 10-week programs of resistance exercise in older adults,https://pureportal.coventry.ac.uk/en/publications/affective-responses-to-supervised-10-week-programs-of-resistance-,"Clarke, N.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke
"Age-related changes in isolated mouse skeletal muscle function are dependent on sex, muscle, and contractility mode",https://pureportal.coventry.ac.uk/en/publications/age-related-changes-in-isolated-mouse-skeletal-muscle-function-ar,"James, R.",https://pureportal.coventry.ac.uk/en/persons/rob-james
"Age-related changes in isolated mouse skeletal muscle function are dependent on sex, muscle, and contractility mode",https://pureportal.coventry.ac.uk/en/publications/age-related-changes-in-isolated-mouse-skeletal-muscle-function-ar,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis
Age-related degeneration of the lumbar paravertebral muscles: Systematic review and three-level meta-regression,https://pureportal.coventry.ac.uk/en/publications/age-related-degeneration-of-the-lumbar-paravertebral-muscles-syst,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Age-related degeneration of the lumbar paravertebral muscles: Systematic review and three-level meta-regression,https://pureportal.coventry.ac.uk/en/publications/age-related-degeneration-of-the-lumbar-paravertebral-muscles-syst,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis
Age-related degeneration of the lumbar paravertebral muscles: Systematic review and three-level meta-regression,https://pureportal.coventry.ac.uk/en/publications/age-related-degeneration-of-the-lumbar-paravertebral-muscles-syst,"Renshaw, D.",https://pureportal.coventry.ac.uk/en/persons/derek-renshaw
Angle-Specific Isokinetic Metrics Highlight Strength Training Needs Of Elite Youth Soccer Players,https://pureportal.coventry.ac.uk/en/publications/angle-specific-isokinetic-metrics-highlight-strength-training-nee,"Eustace, S.",https://pureportal.coventry.ac.uk/en/persons/steven-eustace
Are exercise referral schemes associated with an increase in physical activity? Observational findings using individual patient data meta-analysis from The National Referral database,https://pureportal.coventry.ac.uk/en/publications/are-exercise-referral-schemes-associated-with-an-increase-in-phys,"Rowley, N.",https://pureportal.coventry.ac.uk/en/persons/nikita-rowley
Are exercise referral schemes associated with an increase in physical activity? Observational findings using individual patient data meta-analysis from The National Referral database,https://pureportal.coventry.ac.uk/en/publications/are-exercise-referral-schemes-associated-with-an-increase-in-phys,"Horton, E.",https://pureportal.coventry.ac.uk/en/persons/elizabeth-horton
Are exercise referral schemes associated with an increase in physical activity? Observational findings using individual patient data meta-analysis from The National Referral database,https://pureportal.coventry.ac.uk/en/publications/are-exercise-referral-schemes-associated-with-an-increase-in-phys,"Jimenez, A.",https://pureportal.coventry.ac.uk/en/persons/alfonso-jimenez
Assessing the validity and reliability and determining cut-points of the Actiwatch 2 in measuring physical activity,https://pureportal.coventry.ac.uk/en/publications/assessing-the-validity-and-reliability-and-determining-cut-points,"Roden, L. C.",https://pureportal.coventry.ac.uk/en/persons/laura-roden
Associations between self-reported sleep duration and cardiometabolic risk factors in young African-origin adults from the five-country Modeling the Epidemiologic Transition Study (METS),https://pureportal.coventry.ac.uk/en/publications/associations-between-self-reported-sleep-duration-and-cardiometab,"Roden, L.",https://pureportal.coventry.ac.uk/en/persons/laura-roden
